Title_ID,Titles,Categories,Date_Added,Ratings,Description
tid5578,Staged Killer,Movie,2019-06-28,TV-14,"After a popular morning television host bumps into an old acquaintance with a dark past, her professional and personal lives begin to unravel."
tid5579,Standoff,Movie,2018-12-11,R,"After witnessing an assassin's slaughter, a young girl holes up in a farmhouse with a suicidal vet, who must use wits and guts to fend off the killer."
tid5580,Star Men,Movie,2017-02-05,TV-14,Four astronomers from England celebrate 50 years of friendship and achievement by taking a reflective road trip through the American Southwest.
tid5581,Star Wars: Episode VIII: The Last Jedi,Movie,2018-06-26,PG-13,"As the remnants of the Resistance flee Kylo Ren and the First Order, Rey seeks out Luke Skywalker – but he wants nothing more to do with the Force."
tid5582,Starred Up,Movie,2019-08-29,TV-MA,"A British juvenile offender's violent temper gets him transferred to an adult prison, where he encounters his estranged father."
tid5583,Stealing History,Movie,2016-07-01,TV-PG,"Journalists expose how smugglers, dealers, collectors and scholars promote plunder of ancient artifacts from war-torn Iraq, Afghanistan and Pakistan."
tid5584,Step Brothers,Movie,2019-11-01,R,"Brennan and Dale might be grown men, but that doesn't stop a childish sibling rivalry from erupting after Brennan's mom marries Dale's dad."
tid5585,Step Outside,Movie,2019-06-06,TV-14,"A down-on-his-luck man reads a book, only to have its characters materialize and take over his life."
tid5586,Stephanie,Movie,2018-09-01,R,"A menacing, unseen force stalks a young girl living by herself in a suburban house, where she's surrounded by reminders of her once-happy family."
tid5587,Sthaniya Sambaad,Movie,2018-03-15,TV-14,"In post-Partition Kolkata, a young Bengali poet from an urban colony wanders the city in search of the woman he loves and a channel for his sorrows."
tid5588,Still,Movie,2018-09-14,TV-MA,"A haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines."
tid5589,Stink!,Movie,2018-11-01,TV-PG,"After noting a strange odor in his child’s pajamas, a single dad’s search for the source uncovers potentially toxic secrets of the chemical industry."
tid5590,Stonehearst Asylum,Movie,2017-09-08,PG-13,"In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient."
tid5591,Stop at Nothing: The Lance Armstrong Story,Movie,2015-02-15,NR,"An athlete dupes the world with his tale of miraculous recovery from cancer, becoming a sports hero and beacon of hope, but can he outpace the truth?"
tid5592,Story of an Egg,Movie,2017-10-15,TV-PG,"When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles."
tid5593,Straight Up,Movie,2020-06-26,TV-MA,"When a gay brainiac with OCD questions his identity, he enters a romantic relationship with a woman, leaving sex and physical intimacy out of it."
tid5594,Strange but True,Movie,2020-08-30,PG-13,A young woman rattles her former boyfriend’s family when she reveals she is pregnant with his child — despite his death five years ago.
tid5595,Stranger than Fiction,Movie,2020-10-01,PG-13,"As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered."
tid5596,Strictly Ballroom,Movie,2020-01-01,PG,"Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner."
tid5597,Strike a Pose,Movie,2017-04-07,TV-MA,"A quarter-century later, this documentary relocates the male dancers who backed Madonna on her 1990 Blond Ambition tour, as seen in ""Truth or Dare."""
tid5598,Stripes,Movie,2019-09-01,R,"After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too."
tid5599,Striptease,Movie,2021-01-01,R,A former FBI employee works as a stripper to finance her custody battle for her daughter when a secretly shady congressman takes an interest in her.
tid5600,Stronger Than the World,Movie,2017-02-11,NR,"After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic."
tid5601,Stuart Little 2,Movie,2020-01-01,PG,"Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster."
tid5602,Submission,Movie,2019-11-11,TV-MA,"After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await."
tid5603,Suburra,Movie,2015-10-14,NR,A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.
tid5604,Suckseed,Movie,2018-09-05,TV-MA,"When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group."
tid5605,Sudani from Nigeria,Movie,2018-08-01,TV-14,"When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences."
tid5606,Suicide (Hitabdut),Movie,2016-07-01,TV-MA,"A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret."
tid5607,Suite Française,Movie,2017-06-05,TV-MA,"Waiting for news of her prisoner-of-war husband, a French woman in Nazi-occupied France reluctantly falls for a German officer quartering in her home."
tid5608,Summer Night,Movie,2020-03-19,TV-MA,A group of 20-somethings in a small town experience a variety of personal and relationship issues leading up to a gathering at the local watering hole.
tid5609,Summer of '92,Movie,2016-07-10,TV-MA,"When a quirk of fate kicks the Danish national soccer team into the European Championship final, the coach must whip his unprepared squad into shape."
tid5610,Sunrise,Movie,2017-03-15,TV-MA,"While investigating a child kidnapping, a Mumbai police inspector is haunted by a shadowy dream figure and memories of his own abducted daughter."
tid5611,Super Bheem Bana Vajraveer,Movie,2019-06-18,TV-Y7,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. It’s up to Bheem and the gang to foil his plan and save the kingdom!"
tid5612,Super Dark Times,Movie,2018-01-01,TV-MA,"A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable."
tid5613,Super Nani,Movie,2018-03-01,TV-PG,"A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential."
tid5614,Superbad,Movie,2021-01-01,R,"Hoping to have sex before college, high school seniors Seth and Evan try to score booze for a huge party, leading to a series of wild misadventures."
tid5615,Superfly,Movie,2019-11-01,R,"To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over."
tid5616,Superman Returns,Movie,2019-10-01,PG-13,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world."
tid5617,Superstar,Movie,2019-11-20,PG-13,A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.
tid5618,Surat Dari Praha,Movie,2018-10-09,TV-14,"Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man."
tid5619,Survivors Guide to Prison,Movie,2018-05-24,TV-MA,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated."
tid5620,Susanne Bartsch: On Top,Movie,2018-12-10,TV-MA,"Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist."
tid5621,Sustainable,Movie,2017-03-01,TV-G,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future."
tid5622,Swami,Movie,2019-12-31,TV-PG,"After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice."
tid5623,Sweeney Todd: The Demon Barber of Fleet Street,Movie,2020-01-01,R,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London."
tid5624,Sweet Virginia,Movie,2019-12-01,R,"In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation."
tid5625,Swiss Army Man,Movie,2019-01-30,R,A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to – and a newfound reason to live.
tid5626,Sword Master,Movie,2017-06-10,TV-MA,"Haunted by the past, a master swordsman masks his identity to work anonymously as a janitor in a brothel, setting in motion a violent chain of events."
tid5627,Sword Masters: Two Champions of Shaolin,Movie,2018-08-16,R,"Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teacher's daughter."
tid5628,Taal,Movie,2018-03-01,TV-PG,"Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in."
tid5629,Tahaan,Movie,2018-07-15,TV-14,"After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet."
tid5630,Take Me Home Tonight,Movie,2019-05-16,R,"Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life."
tid5631,Tamanchey,Movie,2017-10-15,TV-MA,A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.
tid5632,Tarif de nuit,Movie,2018-03-01,TV-MA,"A night out in Paris quickly unravels when two friends provoke the wrong taxi driver, who's after something bigger than cab fare."
tid5633,Tarzan,Movie,2018-06-23,G,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle."
tid5634,Tarzan 2,Movie,2017-06-23,G,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.
tid5635,Tattah,Movie,2019-05-09,TV-14,A down-on-his-luck man must prove he's not as hapless as he seems when the woman he's on a date with is suddenly kidnapped.
tid5636,Tayo the Little Bus Movie: Mission Ace,Movie,2019-07-01,TV-Y7,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away."
tid5637,Teach Us All,Movie,2017-09-25,TV-14,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that."
tid5638,Teen Patti,Movie,2018-03-01,TV-PG,"Luck brings together math expert Perci Trachtenberg and obscure genius Venkat Subramaniam in a casino, but the foundations of probability may be utterly altered when their chat leads Subramaniam to try a new theory in the gambling dens of Mumbai."
tid5639,Teenage Cocktail,Movie,2017-01-15,TV-MA,"Two teen girls form an intense bond and launch a lucrative webcam business, leading them to a dangerous encounter with a middle-aged married man."
tid5640,Teenage Mutant Ninja Turtles,Movie,2019-05-01,PG,"In this animated adventure, Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York."
tid5641,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Movie,2020-01-01,PG,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
tid5642,Teenage Mutant Ninja Turtles: The Movie,Movie,2020-01-01,PG,"After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it."
tid5643,Tees Maar Khan,Movie,2018-08-02,TV-PG,A flamboyant con artist and his band of gleeful robbers gamble with fate when smugglers hire them to swipe antiques from a speeding train.
tid5644,Tellur Aliens,Movie,2016-12-01,TV-Y7,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.
tid5645,Temporada de Caza,Movie,2018-07-15,TV-MA,Animosity gives way to love and forgiveness when an angry teenager reunites with his estranged biological father in the wilds of Patagonia.
tid5646,Ten Years,Movie,2019-02-12,TV-MA,"Five shorts reveal a fictional Hong Kong in 2025, depicting a dystopian city where residents and activists face crackdowns under iron-fisted rule."
tid5647,Terminator 3: Rise of the Machines,Movie,2020-01-01,R,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started."
tid5648,Terminator Salvation,Movie,2020-01-01,PG-13,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots."
tid5649,Terra,Movie,2016-05-01,TV-PG,This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature.
tid5650,Terrifier,Movie,2018-09-01,TV-MA,"On Halloween night, inside a dilapidated apartment building, Art the Clown stalks his victims, slicing and slaughtering in terrifying silence."
tid5651,Teshan,Movie,2017-10-15,TV-PG,New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.
tid5652,Tezz,Movie,2017-12-01,TV-MA,This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him.
tid5653,Th Eena Meena Deeka Chase Comedy Show,TV Show,2018-03-31,TV-Y7,"A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series."
tid5654,The 24 Hour War,Movie,2019-11-15,TV-MA,An intense rivalry between Henry Ford II of the Ford Motor Company and Enzo Ferrari results in the most epic showdown in racing history.
tid5655,The 4th Company,Movie,2018-04-06,TV-MA,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration."
tid5656,The Accountant of Auschwitz,Movie,2019-07-01,TV-14,"Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz."
tid5657,The Adderall Diaries,Movie,2018-07-15,R,Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.
tid5658,The Adventure Club,Movie,2017-05-10,TV-Y7,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure."
tid5659,The Adventures of Sharkboy and Lavagirl,Movie,2020-12-02,PG,A 10-year-old dreamer's imaginary friends – mighty Sharkboy and fire-producing Lavagirl – come to life to seek his help battling a nefarious baddie.
tid5660,The Adventures of Tintin,Movie,2019-11-20,PG,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy."
tid5661,The Aerial,Movie,2018-04-01,TV-MA,"In the City Without a Voice, only faceless singer the Voice can still vocalize. Everyone else has lost the power of speech as they let Mr. TV's broadcasts speak for them. But when Mr. TV kidnaps the Voice, things change."
tid5662,The Age of Shadows,Movie,2018-01-01,TV-MA,"Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives."
tid5663,The American President,Movie,2021-01-01,PG-13,The widowed president strikes up a romance with a beautiful Washington lobbyist – but can the couple keep their private and political lives separate?
tid5664,The Amityville Horror,Movie,2020-01-01,R,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons."
tid5665,The Angry Birds Movie 2,Movie,2020-02-27,PG,Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.
tid5666,The Animal People,Movie,2020-03-11,TV-MA,Animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement.
tid5667,The Ant's Scream,Movie,2019-06-13,TV-14,"Released after being wrongly imprisoned in Iraq, an Egyptian contractor returns home to a country on the brink of revolution."
tid5668,The Apostate,Movie,2017-05-10,TV-MA,A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.
tid5669,The Art of the Steal,Movie,2018-12-08,R,"Crunch Calhoun, a daredevil motorcyclist and mostly reformed con artist, agrees to do one last job: helping his brother Nicky steal a priceless book."
tid5670,The Art of War,Movie,2020-07-01,R,"Framed for the murder of an ambassador, a former member of the United Nations' elite covert action unit will do whatever it takes to clear his name."
tid5671,The Assignment,Movie,2020-03-15,R,A hitman has his body surgically altered into a woman's against his will. Now he has to track down the surgeon responsible and get his revenge.
tid5672,The Autopsy of Jane Doe,Movie,2018-12-30,R,A father-son team of small-town coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret.
tid5673,The Bachelors,Movie,2018-02-21,TV-14,"After the death of his wife, a teacher and his son move to a new city, where emotional connections with two women help them begin to heal."
tid5674,The Bad Education Movie,Movie,2018-12-15,TV-MA,"Britain's most ineffective but caring teacher takes his class to Cornwall for one last school trip, where anything could happen –
 and probably will."
tid5675,The Bad Kids,Movie,2017-04-01,TV-MA,"In this documentary, teachers at a Mojave Desert high school adhere to a belief that compassion and life skills can profoundly help at-risk students."
tid5676,The Bare-Footed Kid,Movie,2018-08-16,TV-14,"While working at a family friend's business, a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties."
tid5677,The Basement,Movie,2019-04-09,TV-MA,"Known for tortuous role-play with victims in his basement, a twisted serial killer abducts a musician who has a deeper connection to his mind games."
tid5678,The Battle of Midway,Movie,2017-03-31,TV-14,"Director John Ford captures combat footage of the Battle of Midway, an air and sea campaign that was a turning point in the war in the Pacific."
tid5679,The Beginning of Life: The Series,TV Show,2016-11-11,TV-PG,"Using breakthroughs in technology and neuroscience, this series examines how environment affects infants – and how infants can affect our future."
tid5680,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,Movie,2018-12-31,TV-MA,"This documentary highlights spontaneous encounters with the elusive, comedic veteran, who touches lives by simply showing up anywhere."
tid5681,The Black Room,Movie,2017-08-07,TV-MA,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.
tid5682,The Blackcoat's Daughter,Movie,2019-05-18,R,"When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence."
tid5683,The Bleeder,Movie,2019-03-29,R,"Husband. Father. Fighter. Meet Chuck Wepner, the liquor salesman and self-proclaimed real-life inspiration behind Rocky Balboa."
tid5684,The Blue Planet: A Natural History of the Oceans,TV Show,2015-10-10,TV-G,"David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities."
tid5685,The Bomb,Movie,2017-08-01,TV-14,"Form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by The Acid."
tid5686,The Book of Eli,Movie,2019-07-01,R,"Determined to protect a sacred text that promises to save humanity, Eli goes on a quest westward across the barren, postapocalyptic country."
tid5687,The Boss's Daughter,Movie,2017-03-10,TV-MA,"While working together, a married textile foreman and his boss’s daughter have a torrid love affair, stirring up hostility among the factory crew."
tid5688,The Bounty Hunter,Movie,2019-10-01,PG-13,"Bounty hunter Milo Boyd finds his latest assignment downright satisfying as he learns that the bail-jumper he must chase down is his ex-wife, Nicole."
tid5689,The Box,Movie,2019-06-01,PG-13,A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.
tid5690,The Boy,Movie,2020-06-01,PG-13,A nanny is hired by a couple to look after their boy. She's shocked to learn that her charge is actually a doll that the couple treats like a human.
tid5691,The Boy in the Striped Pajamas,Movie,2019-01-01,PG-13,"When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner."
tid5692,The Brave One,Movie,2019-11-01,R,New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.
tid5693,The Brawler,Movie,2019-05-18,TV-MA,"Newly famous after challenging Muhammad Ali for a championship title, boxer Chuck Wepner spirals down the slippery slope of being a celebrity."
tid5694,The Breadwinner,Movie,2018-02-20,PG-13,A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
tid5695,The Break-Up,Movie,2019-07-16,PG-13,Cohabitating couple Gary and Brooke's petty spats turn into an all-out battle for their home condo.
tid5696,The Bridge,Movie,2019-09-01,TV-14,A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.
tid5697,The Brothers Grimm,Movie,2019-07-01,PG-13,"Brothers Jake and Will Grimm travel from village to village, posing as exterminators of magical creatures. But in reality, they're expert con artists."
tid5698,The Bucket List,Movie,2019-10-01,PG-13,Two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket.
tid5699,The Bulbul's Nest,Movie,2019-05-09,TV-MA,"A taxi driver longs to be a pop singer, but the road to stardom is wrought with competition and struggle until he befriends a helpful belly dancer."
tid5700,The Bye Bye Man,Movie,2019-04-01,PG-13,Three college students move into an off-campus house and discover they've unwittingly unleashed a supernatural killer known as the Bye Bye Man.
tid5701,The Bygone,Movie,2020-03-23,TV-MA,"His way of life under threat due to the oil fracking boom, a young rancher defends a Lakota woman and becomes entangled in human trafficking."
tid5702,The Cakemaker,Movie,2018-12-04,TV-14,"When a German baker travels to Jerusalem in search of his dead male lover’s family, his growing involvement with them may expose his truth."
tid5703,The Calling,TV Show,2019-04-01,TV-MA,"Food-crazed travel junkies journey across India, completing bucket list challenges for a chance to win a once-in-a-lifetime scholarship."
tid5704,The Captive,Movie,2018-07-20,R,"Eight years after their daughter's abduction tore them apart, her parents receive enigmatic clues from the kidnapper hinting that she's still alive."
tid5705,The Car,Movie,2020-06-01,PG,"In his small Southwestern town, sheriff Wade Parent must find out who — or what — is running people down via a mysterious, driverless black sedan."
tid5706,The Carter Effect,Movie,2018-05-01,TV-MA,"Featuring eight-time NBA All-Star Vince Carter, this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene."
tid5707,The Case for Christ,Movie,2017-11-21,TV-PG,"Bothered by his wife's unyielding belief in Christianity, an investigative reporter sets out to use verifiable facts to poke holes in her faith."
tid5708,The Cell,Movie,2019-06-13,TV-MA,A special operations officer vows to get revenge against the terrorist who killed his friend in a brutal attack.
tid5709,The CEO,Movie,2019-09-01,TV-14,A group of executives heads to a telecommunications retreat to pick the firm's new CEO until they find themselves in a contest to win – and stay alive.
tid5710,The Charnel House,Movie,2017-02-04,R,"After an architect transforms a slaughterhouse into trendy lofts, its new inhabitants discover that the structure is haunted by its evil past."
tid5711,The Chord,Movie,2019-06-20,TV-MA,"A detective investigates the murder of a young musician, whose philandering lifestyle leaves a long list of suspects and a lot of questions."
tid5712,The Chosen,Movie,2017-04-14,TV-14,"In 1937, Spanish revolutionary Ramón trains as a Soviet spy, impersonating a wealthy Belgian as part of a plot to assassinate Leon Trotsky in Mexico."
tid5713,The Chosen Ones,Movie,2016-05-08,TV-MA,"Young Ulises falls in love with teen Sofia, even as he is forced to lure her into his family's prostitution ring. Now he'll do anything to rescue her."
tid5714,The Christmas Candle,Movie,2019-11-01,PG,A progressive new minister's arrival in a small village threatens to end an age-old tradition that brings a yuletide miracle to one of the residents.
tid5715,The Christmas Project,Movie,2019-03-01,TV-PG,Four brothers prepare for war when they're forced to deliver secret holiday gifts to the school bullies. But they soon learn kindness goes a long way.
tid5716,The Cincinnati Kid,Movie,2019-11-01,TV-14,"In Depression-era New Orleans, cocksure stud poker player Eric Stoner – the titular Cincinnati Kid – challenges longtime champ Lancey ""The Man"" Howard to a showdown at the table, where a war of wills – and nerve – ensues."
tid5717,The Company Men,Movie,2018-07-28,R,A successful businessman comes face-to-face with America's downsizing epidemic when he loses his job and is forced to take a construction gig.
tid5718,The Competition,Movie,2019-07-23,TV-14,"After developing an ""infidelity formula"" said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test."
tid5719,The Confirmation,Movie,2019-02-06,PG-13,A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.
tid5720,The Congress,Movie,2019-08-23,TV-MA,Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.
tid5721,The Consul's Son,Movie,2019-04-25,TV-14,A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.
tid5722,The Craft,Movie,2020-01-01,R,"At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents."
tid5723,The Croods,Movie,2019-07-29,PG,"When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home."
tid5724,The Crow,Movie,2019-01-01,R,"One year after Eric Draven and his fiancée are murdered, Draven – watched over by a hypnotic crow – returns from the grave to exact revenge."
tid5725,The Cruise,Movie,2019-10-01,TV-PG,"When the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director, wild and wacky hijinks ensue."
tid5726,The Crying Game,Movie,2020-01-01,R,"IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love."
tid5727,The D Train,Movie,2017-04-02,R,A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend.
tid5728,The Damned Rain,Movie,2018-01-01,TV-14,"An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him."
tid5729,The Dancer,Movie,2018-12-08,TV-MA,"Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer."
tid5730,The Dark Crystal,Movie,2019-05-01,PG,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror."
tid5731,The Dark Side of Life: Mumbai City,Movie,2019-12-31,TV-MA,"Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point."
tid5732,The Daughter,Movie,2017-04-26,TV-MA,"Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret."
tid5733,The Dawn Wall,Movie,2019-03-04,TV-MA,Cameras follow Tommy Caldwell and Kevin Jorgeson as they take on the staggering challenge of free-climbing Yosemite’s most formidable rock formation.
tid5734,The Departed,Movie,2021-01-01,R,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.
tid5735,The Desert Bride,Movie,2018-11-08,TV-14,"While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities."
tid5736,The Detained,Movie,2019-02-15,TV-14,Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.
tid5737,The Devil and Father Amorth,Movie,2018-07-23,TV-PG,"In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town."
tid5738,The Devil Inside,Movie,2019-11-20,R,"At once spooky and grisly, this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism."
tid5739,The Devil We Know,Movie,2019-01-15,TV-14,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.
tid5740,The Diabolical,Movie,2018-08-01,TV-MA,"Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help."
tid5741,The Dreamer,Movie,2018-10-04,TV-PG,"A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them."
tid5742,The Drowning,Movie,2017-09-01,TV-MA,"Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions."
tid5743,The Duel,Movie,2019-06-02,R,"In 1866, a Texas Ranger investigates some suspicious deaths in a town ruled by a religious despot whose past contains a disturbing link to his own."
tid5744,The Dukes of Hazzard,Movie,2020-01-01,PG-13,"The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger."
tid5745,The Dukes of Hazzard: The Beginning,Movie,2020-01-01,R,"The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series."
tid5746,The Eichmann Show,Movie,2017-08-31,TV-MA,This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.
tid5747,The End of the Tour,Movie,2018-07-26,R,"""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter."
tid5748,The Endless,Movie,2018-09-19,TV-MA,"As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began."
tid5749,The Evil Dead,Movie,2020-01-10,TV-MA,"During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic."
tid5750,The Exception,Movie,2019-07-26,R,"During World War II, a Nazi officer charged with protecting an exiled Kaiser Wilhelm II from spies begins a steamy affair with a secretive Dutch maid."
tid5751,The Eyes of My Mother,Movie,2017-04-06,R,"At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence."
tid5752,The Fear,TV Show,2017-03-31,TV-MA,"Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory."
tid5753,The Fear of 13,Movie,2016-06-01,TV-MA,"After 20 years on Death Row, self-educated inmate Nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope."
