Show_ID,Type,Title,Category,Date_Added,Rating,Director,Description
s461,Movie,Surf's Up,"Children & Family Movies, Comedies, Sports Movies",2021-07-15,PG,"Ash Brannon, Chris Buck",This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.
s464,Movie,A Classic Horror Story,"Horror Movies, International Movies",2021-07-14,TV-MA,"Roberto De Feo, Paolo Strippoli","In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive."
s470,Movie,American Woman,"Dramas, Independent Movies",2021-07-13,TV-MA,Semi Chellas,"In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears."
s475,Movie,American Ultra,"Action & Adventure, Comedies",2021-07-10,R,Nima Nourizadeh,"He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back."
s487,Movie,Ratchet and Clank,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2021-07-09,PG,"Jericca Cleland, Kevin Munroe",Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.
s490,Movie,Back to Q82,"Comedies, International Movies",2021-07-08,TV-14,Ahmed Siddiqui,"Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows."
s492,Movie,Home Again,"Comedies, Dramas, Romantic Movies",2021-07-08,PG-13,Hallie Meyers-Shyer,"A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life."
s493,Movie,Midnight Sun,"Dramas, Romantic Movies",2021-07-08,PG-13,Scott Speer,"Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms."
s495,Movie,Rock the Kasbah,"Comedies, Music & Musicals",2021-07-08,R,Barry Levinson,"When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents."
s497,Movie,Brick Mansions,"Action & Adventure, International Movies",2021-07-07,PG-13,Camille Delamarre,An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.
s503,Movie,Tango With Me,"Dramas, International Movies, Romantic Movies",2021-07-07,TV-14,Mahmood Ali-Balogun,A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.
s504,TV Show,The Mire,"Crime TV Shows, International TV Shows, TV Dramas",2021-07-07,TV-MA,Jan Holoubek,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious."
s507,Movie,This Little Love Of Mine,"International Movies, Romantic Movies",2021-07-07,TV-G,Christine Luby,A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.
s509,Movie,A Land Imagined,"Dramas, International Movies",2021-07-06,TV-MA,Yeo Siew Hua,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
s519,Movie,Har Kisse Ke Hisse: Kaamyaab,"Dramas, International Movies",2021-07-06,TV-14,Hardik Mehta,"After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking."
s529,Movie,Rehmataan,"Dramas, International Movies, Romantic Movies",2021-07-06,TV-14,"Rajveer Singh Maan, Harpeet Singh","As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world."
s530,Movie,Return of the Prodigal Son,"Dramas, International Movies",2021-07-06,TV-MA,Youssef Chahine,"Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations."
s532,Movie,Rise: Ini Kalilah,"Dramas, International Movies",2021-07-06,TV-PG,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath","Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event."
s535,Movie,Si Doel the Movie 2,"Dramas, International Movies",2021-07-06,TV-G,Rano Karno,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go."
s542,Movie,Truckbhar Swapna,"Comedies, Dramas, International Movies",2021-07-06,TV-14,Pramod Pawar,A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.
s543,Movie,Ujala,"Dramas, International Movies",2021-07-06,TV-14,Naresh Saigal,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach."
s552,Movie,Haseen Dillruba,"International Movies, Romantic Movies, Thrillers",2021-07-02,TV-MA,Vinil Mathew,"Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth."
s555,Movie,RattleSnake - The Ahanna Story,"Dramas, International Movies, Thrillers",2021-07-02,TV-MA,Ramsey Nouah,"In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies."
s556,Movie,Snowpiercer,"Action & Adventure, Cult Movies, International Movies",2021-07-02,R,Bong Joon Ho,The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.
s557,Movie,The 8th Night,"Horror Movies, International Movies, Thrillers",2021-07-02,TV-14,Kim Tae-hyung,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth."
s558,Movie,Winchester,"Horror Movies, Sci-Fi & Fantasy",2021-07-02,PG-13,"Michael Spierig, Peter Spierig",The heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.
s559,Movie,6 Bullets,Action & Adventure,2021-07-01,R,Ernie Barbarash,A former mercenary is lured back into the dangerous business of finding missing children when the daughter of a mixed martial arts champ is kidnapped.
s560,Movie,Air Force One,Action & Adventure,2021-07-01,R,Wolfgang Petersen,"When terrorists hijack Air Force One with the president and his family on board, the commander-in-chief takes matters into his own well-trained hands."
s562,Movie,Austin Powers in Goldmember,"Action & Adventure, Comedies",2021-07-01,PG-13,Jay Roach,"The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember."
s563,Movie,Austin Powers: International Man of Mystery,Comedies,2021-07-01,PG-13,Jay Roach,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil."
s564,Movie,Austin Powers: The Spy Who Shagged Me,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2021-07-01,PG-13,Jay Roach,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself."
s565,Movie,Boogie Nights,"Comedies, Dramas, Independent Movies",2021-07-01,R,Paul Thomas Anderson,A well-endowed busboy is taken in by a tight-knit group of 1970s porn actors and transforms himself into skin flick celebrity Dirk Diggler.
s567,Movie,Charlie's Angels,"Action & Adventure, Comedies",2021-07-01,PG-13,McG,A tight-knit trio of specially trained agents wield weapons — and charm — as they track down stolen software in this reboot of the classic TV series.
s568,Movie,Congo,"Action & Adventure, Thrillers",2021-07-01,PG-13,Frank Marshall,"Eight people, some with ulterior motives, go on an expedition to the Congo, where they find a lost city protected by killer apes."
s569,Movie,Dennis the Menace,"Children & Family Movies, Comedies",2021-07-01,PG,Nick Castle,"The bane of George's life is a little boy named Dennis. But when a cunning thief attempts to rob George, Dennis may be the only one who can stop him."
s570,Movie,Dreamy Eyes,"Dramas, International Movies, Romantic Movies",2021-07-01,TV-14,Victor Vu,"Through heartbreak and betrayal, Ngan's unrequited love for his childhood best friend Hà La endures for a generation in this sweeping romance."
s573,Movie,Hampstead,"Comedies, Dramas, International Movies",2021-07-01,PG-13,Joel Hopkins,An American widow in London forms an unexpected relationship with a man living off the grid in a beautiful park ripe for development.
s574,Movie,Kung Fu Panda,"Children & Family Movies, Comedies",2021-07-01,PG,"John Stevenson, Mark Osborne","When a powerful villain comes after peace in his valley, a lazy panda rises to the challenge to realize his destiny and become a kung fu warrior."
s575,Movie,Kung Fu Panda 2,"Children & Family Movies, Comedies",2021-07-01,PG,Jennifer Yuh Nelson,"With his fists up and belly full, Po embarks on a perilous journey with the Furious Five to take on a frightful new enemy and save the art of kung fu."
s576,Movie,Life as We Know It,"Comedies, Dramas, Romantic Movies",2021-07-01,PG-13,Greg Berlanti,"Holly and Eric discover reciprocal hatred during their first date, but must put their feelings aside after becoming guardians of their friends' baby."
s577,Movie,Mary Magdalene,"Dramas, Faith & Spirituality, International Movies",2021-07-01,R,Garth Davis,"A woman with healing powers abandons her village life to become a devout disciple of Jesus, the founder of Christianity."
s579,Movie,Memoirs of a Geisha,"Dramas, Romantic Movies",2021-07-01,PG-13,Rob Marshall,"Sold to a geisha house as a child, a fisherman’s daughter becomes the most sought-after geisha in Kyoto, but rivalries threaten the destiny she desires."
s580,Movie,Midnight Run,"Action & Adventure, Classic Movies, Comedies",2021-07-01,R,Martin Brest,A cop-turned-bounty hunter runs into trouble as he races from New York to Los Angeles with a fugitive accountant who embezzled millions from the mob.
s582,Movie,Mortal Kombat,"Action & Adventure, Sci-Fi & Fantasy",2021-07-01,PG-13,Paul W.S. Anderson,Three fighters travel to the mystical realm of Outworld to test their might in a tournament against an evil demon with plans to take over the world.
s583,Movie,Mother's Day,"Comedies, Dramas",2021-07-01,PG-13,Garry Marshall,The trials and tribulations of several Atlanta moms (and one clueless widower dad) make it a Mother's Day to remember in this ensemble comedy.
s584,Movie,No Strings Attached,"Comedies, Romantic Movies",2021-07-01,R,Ivan Reitman,"""Friends with benefits"" Emma and Adam are fine with their open relationship ... until those pesky little things called feelings enter the picture."
s585,Movie,Not Another Teen Movie,Comedies,2021-07-01,R,Joel Gallen,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled artist into a prom queen in this outrageous parody."
s586,Movie,Ophelia,"Dramas, Romantic Movies",2021-07-01,PG-13,Claire McCarthy,"In this retelling of “Hamlet” from Ophelia’s point of view, the lady-in-waiting’s shared love with Denmark’s prince is ruined by treachery and madness."
s590,Movie,Red Joan,"Dramas, International Movies",2021-07-01,R,Trevor Nunn,"When an unassuming elderly widow is arrested for treason, her tangled secret past as the KGB's longest-serving British spy is exposed."
s592,Movie,Seven Pounds,"Dramas, Romantic Movies",2021-07-01,PG-13,Gabriele Muccino,"Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance."
s593,Movie,She's Out of My League,"Comedies, Romantic Movies",2021-07-01,R,Jim Field Smith,"Kirk's a 5. His new girlfriend Molly's a 10. No one knows what she sees in him, including Kirk. Will his raging insecurities ruin this budding romance?"
s594,Movie,Snow Day,"Children & Family Movies, Comedies",2021-07-01,PG,Chris Koch,"When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist."
s595,Movie,Star Trek,"Action & Adventure, Sci-Fi & Fantasy",2021-07-01,PG-13,J.J. Abrams,"On their first voyage aboard the starship Enterprise, cocky rebel James T. Kirk and logic-driven Vulcan Spock try to defeat a vengeful Romulan commander."
s596,Movie,Stuart Little,"Children & Family Movies, Comedies",2021-07-01,PG,Rob Minkoff,"When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming."
s597,Movie,Sword of Trust,"Comedies, Dramas, Independent Movies",2021-07-01,R,Lynn Shelton,An offbeat foursome takes a wild journey through the Southern belt of denial to sell a relic purporting to prove the South won the Civil War.
s598,Movie,Talladega Nights: The Ballad of Ricky Bobby,"Action & Adventure, Comedies, Sports Movies",2021-07-01,PG-13,Adam McKay,"NASCAR superstar Ricky Bobby believes he's the best there is, until the arrival of a French Formula One champion threatens his position as top dog."
s599,Movie,The American,"Dramas, Thrillers",2021-07-01,R,Anton Corbijn,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him."
s600,Movie,The Best of Enemies,Dramas,2021-07-01,PG-13,Robin Bissell,"In 1971, a summit on school integration in North Carolina pits a civil rights activist against a Ku Klux Klan leader, sparking an unlikely friendship."
s601,Movie,The Game,Thrillers,2021-07-01,R,David Fincher,An aloof investment banker's life spirals into peril and paranoia after his brother gives him an odd birthday gift: the chance to play a mysterious game.
s602,Movie,The Karate Kid,"Action & Adventure, Children & Family Movies, Classic Movies",2021-07-01,PG,John G. Avildsen,"When a bullied teen befriends an unassuming martial arts master, he’ll learn life lessons — and the right moves — to beat back his merciless rivals."
s603,Movie,The Karate Kid Part II,"Action & Adventure, Children & Family Movies, Dramas",2021-07-01,PG,John G. Avildsen,"Daniel and his martial-arts mentor, Mr. Miyagi, visit Okinawa where they battle a hostile new nemesis and a former foe looking to settle an old score."
s604,Movie,The Karate Kid Part III,"Children & Family Movies, Dramas",2021-07-01,PG,John G. Avildsen,A returning adversary threatens the bond between karate champ Daniel and mentor Mr. Miyagi with an intricate plan for revenge and a brutal challenger.
s605,Movie,The Life of David Gale,Dramas,2021-07-01,R,Alan Parker,"When a Texas professor and advocate for the elimination of the death penalty is falsely accused of a crime, he ends up on death row himself."
s606,Movie,The Long Riders,Action & Adventure,2021-07-01,R,Walter Hill,"This Western chronicles the misadventures and demise of the James-Younger gang, 19th-century outlaws who tore through Missouri on a crime spree."
s607,Movie,The Queen,"Dramas, International Movies",2021-07-01,PG-13,Stephen Frears,"After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol."
s608,Movie,The Strangers,"Horror Movies, Thrillers",2021-07-01,R,Bryan Bertino,"A quiet stay at a remote vacation home spirals into terror for a couple when they come under attack by three masked, mysterious, murderous intruders."
s609,Movie,The Sum of All Fears,Action & Adventure,2021-07-01,PG-13,Phil Alden Robinson,"CIA agent Jack Ryan tries to discover why three missing Russian nuclear scientists are holed up in the Ukraine, communicating with neo-Nazis."
s610,Movie,The Tourist,"Action & Adventure, Romantic Movies",2021-07-01,PG-13,Florian Henckel von Donnersmarck,An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.
s611,Movie,Underworld,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2021-07-01,R,Len Wiseman,A vampire warrior begins to question her mission in the ancient war between the undead and werewolves when she falls for a human under her protection.
s612,Movie,Underworld: Awakening,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2021-07-01,R,"Måns Mårlind, Björn Stein","As the war between vampires and Lycans rages on, Selene awakens from a prolonged, forced cryogenic sleep to face a harrowing new enemy: humans."
s613,Movie,Underworld: Rise of the Lycans,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",2021-07-01,R,Patrick Tatopoulos,"Set in the year 1402, this prequel follows Lucian, the first werewolf to take human form, and chronicles the feud between the vampires and the Lycans."
s614,Movie,Voiceless,"Dramas, International Movies, Thrillers",2021-07-01,TV-MA,Robert O. Peters,"A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate."
s615,Movie,What Dreams May Come,"Dramas, Romantic Movies, Sci-Fi & Fantasy",2021-07-01,PG-13,Vincent Ward,"A physician finds himself in heaven after an accident, inhabiting the landscape of his wife's paintings while seeking to rescue her from the underworld."
s616,Movie,Why Do Fools Fall in Love,"Dramas, Music & Musicals, Romantic Movies",2021-07-01,R,Gregory Nava,"In this rock 'n' roll comedy-drama, three women go to court over royalties from the one-hit-wonder singer they all loved — and whom they all married."
s619,Movie,America: The Motion Picture,"Action & Adventure, Comedies",2021-06-30,TV-MA,Matt Thompson,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.
s623,Movie,Lying and Stealing,Thrillers,2021-06-30,R,Matt Aselton,"A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom."
s631,Movie,Killing Them Softly,Dramas,2021-06-28,R,Andrew Dominik,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business."
s635,Movie,Wonder Boy,"Documentaries, International Movies",2021-06-26,TV-14,Anissa Bonnefont,This revealing documentary follows Balmain creative director Olivier Rousteing as he brings his bold designs to life and goes in search of his origins.
s636,Movie,Here Comes the Rain,"Dramas, International Movies",2021-06-25,TV-MA,Bahij Hojeij,"Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past."
s637,Movie,The Ice Road,Action & Adventure,2021-06-25,PG-13,Jonathan Hensleigh,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment."
s644,Movie,The Seventh Day,Horror Movies,2021-06-24,R,Justin P. Lange,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.
s651,Movie,O Vendedor de Sonhos,"Dramas, International Movies",2021-06-22,TV-14,Jayme Monjardim,A disillusioned psychologist tries to commit suicide until he strikes up a friendship with an unlikely savior who teaches him a new way of living.
s652,Movie,Osuofia in London,"Comedies, Dramas, International Movies",2021-06-22,TV-MA,Kingsley Ogoro,"A villager in Nigeria becomes the sole beneficiary of his late brother's estate in England, which, according to custom, includes his brother's fiancée."
s655,Movie,#Selfie,"Comedies, Dramas, International Movies",2021-06-21,TV-MA,Cristina Jacob,"Two days before their final exams, three teen girls make a seaside getaway to have the time of their lives."
s656,Movie,#Selfie 69,"Comedies, Dramas, International Movies",2021-06-21,TV-MA,Cristina Jacob,"After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days."
s657,Movie,Love Is a Story,"International Movies, Music & Musicals, Romantic Movies",2021-06-21,TV-MA,Cristina Jacob,"Two young artists, a violin player and an actress, fight to achieve their dreams and keep their relationship together during Christmastime."
s677,TV Show,Riverdale,"Crime TV Shows, TV Dramas, TV Mysteries",2021-06-19,TV-14,Rob Seidenglanz,"While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery."
s682,TV Show,They've Gotta Have Us,"British TV Shows, Docuseries",2021-06-19,TV-MA,Simon Frederick,"Powered by candid recollections from esteemed African-American entertainers, this docuseries traces the history of black cinema."
s686,Movie,Fatherhood,Dramas,2021-06-18,PG-13,Paul Weitz,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story."
s689,Movie,Kambili: The Whole 30 Yards,"Comedies, International Movies, Romantic Movies",2021-06-18,TV-14,Kayode Kasum,"Determined to marry before she turns 30, a woman tries to change her impulsive ways and do whatever it takes to win back the boyfriend who left her."
s695,Movie,Aziza,"Comedies, Dramas, Independent Movies",2021-06-17,TV-PG,Soudade Kaadan,"This short film follows a newly displaced Syrian couple's drive around Beirut, which then morphs into a hallucinatory and nostalgic trip."
s699,Movie,Fan Girl,"Dramas, Independent Movies, International Movies",2021-06-17,TV-MA,Antoinette Jadaone,An infatuated fan finds an unexpected way to meet her celebrity crush and discovers a dark reality behind the facade of fame and her fantasy world.
s702,Movie,Red Snow,Dramas,2021-06-17,TV-MA,Marie Clements,"Ambushed by the Taliban, a First Nations soldier from Canada gets captured but escapes in a harrowing journey that stirs up memories of love and loss."
s703,Movie,Silver Linings Playbook,"Comedies, Dramas, Independent Movies",2021-06-17,R,David O. Russell,"A man with bipolar disorder moves home with his parents and makes a connection with a spirited widow, which helps both of them heal in unique ways."
s706,Movie,Biking Borders,"Documentaries, International Movies, Sports Movies",2021-06-16,TV-14,Max Jabs,"Best friends Max and Nono bike from Berlin to Beijing, collecting donations to build a school for a unique fundraising adventure in this documentary."
s709,Movie,Lowriders,"Dramas, Independent Movies",2021-06-16,PG-13,Ricardo de Montreuil,"Caught up in the lowrider world of his father and embittered brother, an East LA graffiti artist grapples with a family feud while chasing his dreams."
s712,Movie,Security,"Dramas, International Movies, Thrillers",2021-06-16,TV-MA,Peter Chelsom,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies."
s717,Movie,FTA,Documentaries,2021-06-15,TV-MA,Francine Parker,"The restored documentary captures the Pacific leg of the 1971 anti-Vietnam War ""Free the Army"" comedy tour and experiences on both sides of the stage."
s719,Movie,Life of Crime,"Comedies, Independent Movies",2021-06-15,R,Daniel Schechter,"After two small-time crooks kidnap and ransom a rich businessman's wife, they discover a flaw in their plan: Her cheating husband doesn't want her back."
s722,Movie,Rogue Warfare: Death of a Nation,Action & Adventure,2021-06-15,R,Mike Gunther,"As their leader recovers from trauma, a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours."
s723,Movie,Sir! No Sir!,Documentaries,2021-06-15,TV-MA,David Zeiger,This documentary chronicles the largely forgotten antiwar activities of American GIs and other members of the military during the Vietnam era.
s724,TV Show,The American Bible Challenge,Reality TV,2021-06-15,TV-G,Michael Simon,"Join host Jeff Foxworthy as contestants test their knowledge of all things biblical, competing to win money for the charities of their choice."
s727,TV Show,Metallica: Some Kind of Monster,TV Shows,2021-06-13,TV-MA,"Joe Berlinger, Bruce Sinofsky","This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later."
s729,Movie,The Devil Below,Horror Movies,2021-06-13,TV-MA,Bradley Parker,"When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural."
s736,Movie,Sarbath,"Comedies, Dramas, International Movies",2021-06-11,TV-PG,Prabhakaran,"When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated."
s737,Movie,Skater Girl,"Children & Family Movies, Dramas, International Movies",2021-06-11,PG,Manjari Makijany,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete."
s738,TV Show,Trese,"Anime Series, Crime TV Shows, TV Horror",2021-06-11,TV-MA,Jay Oliva,"In Manila, where dark supernatural forces pervade the criminal underworld, it’s up to Alexandra Trese to keep the peace — but there’s a storm brewing."
s740,Movie,Wish Dragon,"Children & Family Movies, Comedies",2021-06-11,PG,Chris Appelhans,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.
s741,Movie,A Haunted House 2,"Comedies, Horror Movies",2021-06-10,R,Michael Tiddes,"Grieving after a tragedy, Malcolm tries to start fresh with his new girlfriend and her kids — but supernatural shenanigans find their way back to him."
s742,Movie,Blind Intersections,"Dramas, International Movies",2021-06-10,TV-MA,Lara Saba,This film follows the societal challenges three strangers in Beirut go through as unexpected events link their fates.
s743,Movie,Camellia Sisters,"Dramas, International Movies",2021-06-10,TV-MA,"Bao Nhan, Namcito",Tensions rise and untold secrets surface for three royal sisters when a family treasure is stolen the night before an antique auction.
s744,Movie,Copenhagen,"Dramas, Independent Movies, Romantic Movies",2021-06-10,TV-MA,Mark Raso,"Philandering his way across Europe to find the grandfather he's never met, William unexpectedly befriends a 14-year-old who changes how he sees women."
s746,Movie,Until Midnight,"International Movies, Thrillers",2021-06-10,TV-14,Tariq Alkazim,"After returning home from a work trip, a newlywed must fight off a masked intruder before his wife returns at midnight."
s747,Movie,Awake,"Dramas, Thrillers",2021-06-09,TV-MA,Mark Raso,"After a global event wipes out humanity's ability to sleep, a troubled ex-soldier fights to save her family as society and her mind spiral into chaos."
s748,Movie,Confusion Na Wa,"Comedies, Dramas, International Movies",2021-06-09,TV-MA,Kenneth Gyang,A misplaced cell phone's incriminating content becomes a prime blackmail opportunity for a pair of petty thieves who soon regret their greedy scheme.
s751,Movie,Tragic Jungle,"Dramas, Independent Movies, International Movies",2021-06-09,TV-MA,Yulene Olaizola,"To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural."
s753,Movie,Vampire Academy,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2021-06-07,PG-13,Mark Waters,"A half-human, half-vampire teen must prepare for class and her destiny as the protector of mortal vampires against their vicious immortal counterparts."
s755,Movie,A Private War,"Dramas, Independent Movies",2021-06-05,R,Matthew Heineman,"In this biopic, war correspondent Marie Colvin risks it all to bring back the truth from the frontlines, despite the toll it takes on her own life."
s757,Movie,Small Chops,"Dramas, International Movies, Romantic Movies",2021-06-05,TV-MA,Robert Peters,"When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding."
s758,Movie,Breaking Boundaries: The Science Of Our Planet,Documentaries,2021-06-04,TV-PG,Jonathan Clay,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.
s759,TV Show,Feel Good,"Romantic TV Shows, TV Comedies, TV Dramas",2021-06-04,TV-MA,Ally Pankiw,"Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety."
s763,Movie,Sweet & Sour,"Comedies, International Movies, Romantic Movies",2021-06-04,TV-14,Lee Kae-byeok,"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive."
s765,Movie,Trippin' with the Kandasamys,"Comedies, International Movies, Romantic Movies",2021-06-04,TV-14,Jayan Moodley,"To rekindle their marriages, best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises."
s766,Movie,Xtreme,"Action & Adventure, International Movies",2021-06-04,TV-MA,Daniel Benmayor,"In this fast-paced and action-packed thriller, a retired hitman — along with his sister and a troubled teen — takes revenge on his lethal stepbrother."
s767,Movie,Alan Saldaña: Locked Up,Stand-Up Comedy,2021-06-03,TV-MA,Alex Díaz,"Mexican comedian Alan Saldaña is back, poking gentle fun at himself and parceling advice, especially about how to stay married and how to be parents."
s769,Movie,Dancing Queens,"Comedies, Dramas, International Movies",2021-06-03,TV-MA,Helena Bergström,"A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye."
s771,Movie,Myriam Fares: The Journey,"Documentaries, International Movies, Music & Musicals",2021-06-03,TV-14,Myriam Fares,"From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown."
s774,Movie,The Girl and the Gun,"Dramas, International Movies, Thrillers",2021-06-03,TV-MA,Rae Red,"Fed up with abuse by those around her, a department store saleswoman finds a weapon in an alleyway and decides to settle scores."
s775,Movie,2 Hearts,"Dramas, Faith & Spirituality, Romantic Movies",2021-06-02,PG-13,Lance Hool,"In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story."
s776,Movie,A Perfect Ending,"Dramas, Independent Movies, LGBTQ Movies",2021-06-02,TV-MA,Nicole Conn,"After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl."
s777,Movie,American Outlaws,Action & Adventure,2021-06-02,PG-13,Les Mayfield,"In the wake of the Civil War, Jesse James leads a feisty group of ranchers in a fight against a railroad baron bent on seizing their land at any cost."
s778,Movie,And Then Came Lola,"Comedies, Independent Movies, LGBTQ Movies",2021-06-02,TV-MA,"Ellen Seidler, Megan Siler","In this lesbian-themed nod to the film Run Lola Run, a photographer races against the clock to make it to an important meeting on time."
s780,Movie,Battlefield Earth,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",2021-06-02,PG-13,Roger Christian,"In the year 3000, an alien race known as the Psychlos devastate planet Earth and force the surviving human population into slavery."
s783,Movie,Bliss,"Dramas, Romantic Movies",2021-06-02,R,Lance Young,"Two young newlyweds seek out the help of unlicensed sex therapist Baltazar, who initiates the couple into the mysteries of tantric sex."
s784,Movie,Carnaval,"Comedies, International Movies, Music & Musicals",2021-06-02,TV-MA,Leandro Neri,"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes."
s785,Movie,Cloudburst,"Comedies, Dramas, Independent Movies",2021-06-02,TV-MA,Thom Fitzgerald,"A lesbian couple escapes from their nursing home and heads to Canada to get married. Along the way, they pick up a young male hitchhiker."
